ck,gk,name,bdate,ms,gender,income,childrenhome,occ,hof,nco,addr1,addr2,phone,datefirstpuchase,datelastpurchase
11878,607,Christine Nara,1980-02-08,M,F,60000,0,Skilled Manual,1,1,5784 Yeoman Dr.,,792-555-0139,02/06/2019 00:00,14/06/2024
11881,326,Richard Mitchell,1979-07-24,M,M,60000,3,Professional,1,0,8998 Adobe Drive,,142-555-0165,04/06/2019 00:00,19/06/2024
11913,37,Rebecca Robinson,1985-06-11,M,F,60000,3,Professional,1,1,1861 Chinquapin Ct,,648-555-0100,05/06/2019 00:00,28/06/2024
12088,548,Lauren Thompson,1967-07-22,S,F,70000,1,Management,1,1,9657 Wiget Lane,,123-555-0163,28/06/2019 00:00,28/07/2024
12257,123,Ross Ruiz,1981-04-06,M,M,30000,0,Clerical,1,0,Im Himmelsweg 89,,1 (11) 500 555-0139,07/06/2019 00:00,07/06/2024
12322,211,Kari Mehta,1971-08-02,M,F,80000,1,Professional,1,3,"9, rue de la Centenaire",,1 (11) 500 555-0189,24/06/2019 00:00,24/06/2024
12406,119,Ross Gutierrez,1990-01-22,S,M,50000,0,Skilled Manual,0,0,Alte Landstr 29,,1 (11) 500 555-0149,18/06/2019 00:00,18/06/2024
12477,197,Robin Gill,1985-12-23,M,F,20000,2,Manual,0,1,"28, rue de Fontfroide",,1 (11) 500 555-0166,11/06/2019 00:00,11/06/2024
12482,225,Jerome Browning,1984-03-06,S,M,10000,2,Manual,1,1,"2, rue de Fontfroide",,1 (11) 500 555-0146,27/06/2019 00:00,27/06/2024
12516,145,Shawna Chander,1997-05-27,S,F,30000,0,Clerical,0,1,Buergermeister-ulrich-str 888,,1 (11) 500 555-0182,18/06/2019 00:00,18/06/2024
12527,301,José Rodriguez,1979-11-24,M,M,60000,0,Skilled Manual,1,0,1686 Willow Drive,,821-555-0115,19/06/2019 00:00,19/06/2024
12539,225,Marc Dominguez,1955-05-26,S,M,20000,0,Clerical,1,0,"1994, rue des Pyrenees",,1 (11) 500 555-0137,02/06/2019 00:00,02/06/2024
12544,168,Bruce Jordan,1978-03-27,M,M,10000,0,Manual,1,0,Heiderplatz 948,,1 (11) 500 555-0131,23/06/2019 00:00,23/06/2024
12641,203,Willie Raje,1974-03-05,M,M,100000,4,Professional,1,3,"5, rue de Courtaboeuf",,1 (11) 500 555-0172,04/06/2019 00:00,04/06/2024
12660,183,Toni Sanchez,1967-10-19,M,F,80000,1,Skilled Manual,1,4,"75, rue du Départ",,1 (11) 500 555-0116,02/06/2019 00:00,02/06/2024
12662,199,Jessie Huang,1967-05-25,M,M,90000,0,Skilled Manual,0,2,"3, place de Brazaville",,1 (11) 500 555-0156,14/06/2019 00:00,14/06/2024
12740,229,Kathryn Goel,1992-11-27,S,F,30000,0,Manual,1,1,1086 Clayton Road,,1 (11) 500 555-0166,26/06/2019 00:00,03/07/2024
12751,117,Priscilla Xu,1990-12-12,S,F,40000,2,Clerical,1,0,Auf Der Steige 55,,1 (11) 500 555-0175,11/06/2019 00:00,11/06/2024
12778,368,Connie Morgan,1976-04-08,M,F,40000,0,Clerical,1,1,1893 Northridge Drive,,857-555-0185,22/06/2019 00:00,22/06/2024
12790,335,Brandon Kumar,1978-10-05,S,M,60000,0,Skilled Manual,1,0,7647 Slow Creek Road,,321-555-0115,15/06/2019 00:00,15/06/2024
12810,162,Chase Stewart,1946-07-28,M,M,30000,0,Clerical,1,1,Nollendorfplatz 4118,,1 (11) 500 555-0144,03/06/2019 00:00,03/06/2024
12823,188,Bethany She,1947-11-17,M,F,10000,0,Manual,0,2,"812, rue Mazagran",,1 (11) 500 555-0112,26/06/2019 00:00,26/06/2024
12824,198,Kristopher Subram,1986-05-06,S,M,30000,1,Clerical,0,1,"33, place de la République",,1 (11) 500 555-0189,12/06/2019 00:00,12/06/2024
12870,154,Tyrone Munoz,1996-09-19,S,M,20000,0,Manual,0,1,Alderweg 1845,,1 (11) 500 555-0122,15/06/2019 00:00,15/06/2024
12875,609,Brianna Ross,1979-05-15,S,F,60000,0,Skilled Manual,1,0,1666 Edward Avenue,,149-555-0118,14/06/2019 00:00,14/06/2024
12879,338,Elijah Nelson,1992-07-16,M,M,40000,0,Skilled Manual,1,0,5841 Longview Rd.,,185-555-0178,24/06/2019 00:00,24/06/2024
12891,546,Kaylee King,1991-04-16,M,F,60000,1,Skilled Manual,1,0,1162 Thunderbird Drive,,775-555-0122,19/06/2019 00:00,19/06/2024
12899,325,Ana Ross,1990-07-11,M,F,50000,1,Skilled Manual,1,1,1059 Stonewood Ct,,532-555-0185,19/06/2019 00:00,19/06/2024
12963,546,Marcus Anderson,1982-10-25,M,M,70000,0,Skilled Manual,1,1,177 11th Ave,,582-555-0196,10/06/2019 00:00,29/06/2024
13028,626,Dalton Thompson,1997-09-17,S,M,30000,0,Skilled Manual,1,1,5489 Patterson Blvd.,,644-555-0185,24/06/2019 00:00,24/06/2024
13054,612,Bryce Ward,1995-09-17,M,M,40000,0,Skilled Manual,1,2,5898 Heritage Oaks,,732-555-0112,14/06/2019 00:00,14/06/2024
13151,337,Ethan Moore,1998-12-06,S,M,40000,0,Skilled Manual,1,2,9556 Baltic Sea Ct.,,548-555-0113,06/06/2019 00:00,06/06/2024
13276,616,Sarah Johnson,1985-03-20,M,F,100000,1,Management,1,4,5325 Pinecreek Way,,784-555-0131,06/06/2019 00:00,06/06/2024
13306,369,Kaitlyn Cox,1975-11-28,M,F,70000,3,Professional,0,0,6891 Relis Valley Road,,376-555-0167,18/06/2019 00:00,18/06/2024
13311,635,Isabella Reed,1980-03-26,M,F,100000,3,Professional,1,1,6351 22nd Ave.,,754-555-0118,27/06/2019 00:00,27/06/2024
13323,345,Adam Adams,1973-03-22,M,M,70000,0,Management,0,2,9381 Bayside Way,,129-555-0195,15/06/2019 00:00,15/06/2024
13335,334,Alyssa Barnes,1960-02-21,S,F,90000,0,Management,1,2,4498 Dennis Circle,,317-555-0120,02/06/2019 00:00,02/06/2024
13375,310,Jason Kumar,1968-04-11,M,M,60000,1,Professional,1,2,1974 Heritage Oaks,,758-555-0180,05/06/2019 00:00,05/06/2024
13389,335,Madison Thomas,1970-11-20,M,F,70000,2,Professional,0,1,8744 Black Walnut,,245-555-0112,02/06/2019 00:00,02/06/2024
13412,232,Rafael Zhao,1975-10-14,M,M,130000,4,Professional,1,3,828 Pinewood Court,,1 (11) 500 555-0146,11/06/2019 00:00,22/06/2024
13441,609,Omar Zhang,1982-05-14,M,M,90000,4,Professional,1,4,7481 Caravelle Ct.,,820-555-0158,01/06/2019 00:00,01/06/2024
13470,298,Jaclyn Jai,1980-12-17,S,F,100000,3,Professional,1,2,9163 Hilltop Road,,566-555-0170,22/06/2019 00:00,22/06/2024
13475,355,Charles Allen,1974-05-05,M,M,60000,0,Skilled Manual,1,2,4635 Woodside Court,,578-555-0118,12/06/2019 00:00,12/06/2024
13593,167,Deanna Navarro,1972-08-18,S,F,100000,4,Professional,1,4,Zimmerstr 222,,1 (11) 500 555-0199,17/06/2019 00:00,17/06/2024
13684,133,Francis Dominguez,1992-05-14,S,M,10000,0,Manual,0,2,Am Karlshof 8,,1 (11) 500 555-0126,01/06/2019 00:00,01/06/2024
13727,299,Paula Rubio,1975-04-08,M,F,40000,0,Clerical,1,1,1011 Yolanda Circle,,200-555-0116,12/06/2019 00:00,12/06/2024
13754,607,Paige Peterson,1978-07-27,S,F,80000,0,Skilled Manual,1,0,3208 Two Bay Road,,248-555-0136,20/06/2019 00:00,20/06/2024
13755,536,Luke Roberts,1979-01-19,S,M,60000,0,Skilled Manual,1,0,3693 Concord Ct.,,533-555-0118,05/06/2019 00:00,05/06/2024
13775,157,Patricia Subram,1987-03-16,S,F,10000,4,Manual,1,0,Postfach 8 44 99,,1 (11) 500 555-0112,21/06/2019 00:00,21/06/2024
13798,274,Tammy Randall,1983-03-19,S,F,20000,3,Manual,1,2,2382 Wicker Ave.,,1 (11) 500 555-0135,07/06/2019 00:00,08/07/2024
13810,273,Vanessa Barnes,1984-04-08,M,F,40000,0,Skilled Manual,1,0,494 North Spoonwood Court,Unit 1e,1 (11) 500 555-0187,21/06/2019 00:00,21/06/2024
13830,237,Andrea Cox,1997-08-03,S,F,30000,0,Clerical,0,1,1318 Pinehurst Court,,1 (11) 500 555-0136,13/06/2019 00:00,12/07/2024
13853,56,Connor Zhang,1993-10-18,S,M,50000,0,Skilled Manual,0,0,2923 Napa St,,861-555-0111,15/06/2019 00:00,15/06/2024
13857,553,Victoria Thompson,1991-06-05,M,F,60000,1,Skilled Manual,1,0,835 Heights Ave.,,150-555-0158,12/06/2019 00:00,12/06/2024
13859,302,Kristin Deng,1991-03-03,M,F,60000,1,Skilled Manual,1,0,4490 Chablis Court,,575-555-0134,26/06/2019 00:00,26/06/2024
13878,59,Sebastian Gray,1988-07-04,M,M,60000,2,Skilled Manual,1,0,4493 N. Broadway,,822-555-0190,17/06/2019 00:00,17/06/2024
13916,71,Eduardo Ward,1984-11-28,S,M,50000,4,Skilled Manual,0,2,9478 Rheem Dr.,,969-555-0186,16/06/2019 00:00,16/06/2024
13918,43,Armando Blanco,1984-07-05,S,M,50000,4,Skilled Manual,1,3,4064 Regina Lane,,783-555-0163,18/06/2019 00:00,18/06/2024
13928,642,Nathaniel Morris,1983-07-22,M,M,60000,2,Professional,1,0,2117 Mt Whitney,,134-555-0146,13/06/2019 00:00,13/06/2024
13934,618,Luis Young,1980-04-19,M,M,40000,2,Skilled Manual,1,2,7245 Freya Way,,831-555-0128,08/06/2019 00:00,08/06/2024
13987,52,Eduardo Collins,1998-11-05,S,M,40000,0,Skilled Manual,0,2,2100 Linton Terr,,100-555-0124,26/06/2019 00:00,26/06/2024
14042,648,Stephanie Adams,1977-01-01,M,F,60000,0,Professional,0,2,6516 Pine Tree Drive,,492-555-0112,14/06/2019 00:00,14/06/2024
14054,40,Reginald Martin,1980-04-10,M,M,60000,0,Skilled Manual,1,1,4091 Silver Oaks Place,,1 (11) 500 555-0113,01/06/2019 00:00,27/07/2024
14082,536,Johnny Jai,2000-05-06,S,M,30000,0,Skilled Manual,0,2,1289 Mt. Dias Blv.,,861-555-0113,16/06/2019 00:00,16/06/2024
14177,186,Kenneth Nara,1966-05-22,M,M,80000,0,Professional,0,2,"34, route de Marseille",,1 (11) 500 555-0110,10/06/2019 00:00,10/06/2024
14187,132,Eugene Lu,1972-09-24,M,M,100000,4,Professional,1,4,Galeriestr 28,,1 (11) 500 555-0120,09/06/2019 00:00,09/06/2024
14252,547,Destiny Cook,1963-06-04,M,F,100000,3,Management,1,3,4616 Cordova Way,,647-555-0146,22/06/2019 00:00,22/06/2024
14403,298,Angelica Russell,1969-03-19,S,F,60000,1,Professional,1,2,8117 Golden Leaf Way,,785-555-0130,15/06/2019 00:00,15/06/2024
14408,343,Jasmine Cook,1970-08-14,S,F,70000,2,Professional,1,1,4305 Madrid,,702-555-0161,08/06/2019 00:00,08/06/2024
14437,536,Mitchell Anand,1985-08-02,M,M,90000,5,Professional,1,3,6905 Mendouno Dr.,,174-555-0194,20/06/2019 00:00,20/06/2024
14460,616,Jose Long,1982-10-08,M,M,100000,2,Professional,1,3,4279 Patricia Ave,,669-555-0153,06/06/2019 00:00,06/06/2024
14479,385,Samantha Smith,1956-09-20,S,F,170000,0,Management,0,4,205 Choctaw Court,,737-555-0151,14/06/2019 00:00,14/06/2024
14490,312,Aidan Butler,1973-10-17,M,M,70000,0,Management,1,2,8379 Surf View Drive,,470-555-0185,06/06/2019 00:00,06/06/2024
14493,374,Sara Parker,1973-07-25,S,F,70000,0,Management,0,2,8993 Escobar,#503,442-555-0156,07/06/2019 00:00,07/06/2024
14551,168,Michele Vance,1957-10-24,M,F,20000,0,Clerical,1,0,Kappellweg 242,,1 (11) 500 555-0192,22/06/2019 00:00,22/06/2024
14564,359,Chloe Bailey,1989-02-03,M,F,50000,1,Skilled Manual,1,1,9913 Mt. Whitney Way,,612-555-0181,21/06/2019 00:00,21/06/2024
14612,300,Ernest Zhang,1983-07-20,M,M,60000,2,Professional,1,2,3450 Oakleaf Ct.,,429-555-0131,06/06/2019 00:00,06/06/2024
14621,545,Chloe Morris,1982-08-08,S,F,70000,0,Professional,1,1,4827 Gilardy Drive,,679-555-0168,22/06/2019 00:00,22/06/2024
14638,536,Blake Scott,1980-08-21,S,M,40000,0,Professional,0,1,4265 Boxwood Dr,,142-555-0139,20/06/2019 00:00,20/06/2024
14679,37,Natasha Suarez,1986-10-16,S,F,80000,5,Professional,1,3,8994 Richard Ave.,,1 (11) 500 555-0183,27/06/2019 00:00,18/07/2024
14690,117,Drew Rai,2000-01-21,S,M,20000,0,Manual,0,2,Brunnenstr 11,,1 (11) 500 555-0193,22/06/2019 00:00,22/06/2024
14698,166,Diane Navarro,1993-10-13,M,F,40000,1,Skilled Manual,1,1,Potsdamer Straße 92324,,1 (11) 500 555-0168,14/06/2019 00:00,14/06/2024
14721,633,Daniel Jones,1994-07-16,S,M,40000,3,Clerical,1,1,9875 C Del Rio Circle,,585-555-0127,14/06/2019 00:00,14/06/2024
14764,345,Xavier Scott,1979-09-03,S,M,60000,0,Skilled Manual,1,0,2748 Logan Court,,248-555-0114,09/06/2019 00:00,09/06/2024
14781,161,Robert Butler,1987-05-04,S,M,20000,1,Manual,0,1,Erftplatz 66,,1 (11) 500 555-0112,17/06/2019 00:00,17/06/2024
14816,241,Katherine Lewis,1985-10-24,M,F,40000,0,Skilled Manual,1,0,72 Juliet Court,,1 (11) 500 555-0116,11/06/2019 00:00,11/06/2024
14898,626,Katelyn Edwards,1976-04-03,M,F,40000,0,Clerical,1,1,2614 Sandiago Drive,,996-555-0190,04/06/2019 00:00,04/06/2024
14972,171,Cristina Deng,1999-10-05,S,F,30000,3,Clerical,1,1,Werftstr 878787,,1 (11) 500 555-0123,13/06/2019 00:00,13/06/2024
15010,299,Cory Suri,1997-09-12,M,M,30000,0,Skilled Manual,1,2,9342 Temple Drive,,109-555-0114,25/06/2019 00:00,25/06/2024
15012,626,Emma Hughes,1996-09-03,M,F,60000,0,Skilled Manual,1,2,8412 Jorge,,457-555-0190,22/06/2019 00:00,22/06/2024
15076,162,Sheila Ramos,1989-06-20,M,F,20000,0,Manual,0,1,Winterfeldtstr 4442,,1 (11) 500 555-0116,20/06/2019 00:00,20/06/2024
15110,147,Janelle Prasad,1972-02-26,M,F,100000,4,Professional,1,4,Kampstr 9859,,1 (11) 500 555-0125,29/06/2019 00:00,29/06/2024
15190,302,Katherine Watson,1994-08-19,S,F,60000,0,Professional,0,2,7047 Poncho St,,853-555-0161,07/06/2019 00:00,07/06/2024
15318,539,Grace Watson,1967-09-21,M,F,60000,1,Management,1,0,3925 Boyd,,886-555-0176,03/06/2019 00:00,03/06/2024
15324,513,Renee Serrano,1968-05-21,M,F,40000,1,Professional,0,2,8871 Likins Ave.,,506-555-0117,19/06/2019 00:00,19/06/2024
15334,62,Sydney Williams,1970-05-04,S,F,40000,1,Skilled Manual,1,2,4911 Leonard Ct.,,358-555-0174,29/06/2019 00:00,29/06/2024
15358,348,Danielle Sanders,1952-03-25,S,F,90000,0,Management,1,1,6687 Fairlane Place,,130-555-0153,09/06/2019 00:00,09/06/2024
15360,301,Ryan Martin,1953-06-22,M,M,110000,2,Management,1,1,2761 Willcrest Circle,,523-555-0164,12/06/2019 00:00,12/06/2024
15373,616,Kaitlyn Jones,1954-04-19,M,F,60000,0,Management,1,2,3788 Concord Place,,967-555-0173,15/06/2019 00:00,15/06/2024
15393,299,Rebekah Ruiz,1955-10-02,M,F,60000,0,Management,1,2,6728 Palisade Court,,860-555-0140,27/06/2019 00:00,27/06/2024
15412,312,Ryan Griffin,1957-06-14,M,M,130000,3,Management,1,3,2599 Amaranth Way,,497-555-0186,10/06/2019 00:00,10/06/2024
15424,300,Rebecca Hill,1999-06-12,S,F,30000,0,Skilled Manual,0,1,4986 Treat Blvd.,,678-555-0155,21/06/2019 00:00,21/06/2024
15477,310,Jose Adams,1989-08-11,S,M,60000,0,Professional,1,0,8735 Golf Club Rd.,,644-555-0114,16/06/2019 00:00,16/06/2024
15515,648,Carlos Wright,1989-04-10,M,M,70000,5,Professional,1,2,360 Vista Way,,243-555-0132,02/06/2019 00:00,02/06/2024
15530,66,Madison Johnson,1983-04-03,S,F,60000,2,Professional,0,2,9171 Driftwood Court,,294-555-0150,18/06/2019 00:00,18/06/2024
15546,552,Robert Jenkins,1981-05-21,M,M,40000,3,Skilled Manual,1,3,9972 San Miguel Rd,,875-555-0192,20/06/2019 00:00,20/06/2024
15550,611,Orlando Alonso,1987-05-21,S,M,50000,0,Skilled Manual,0,1,7355 Macarthur Avenue,,230-555-0162,01/06/2019 00:00,01/06/2024
15594,4,Joanna Carlson,1987-03-09,S,F,80000,5,Management,1,2,7530 St. Francis St.,,1 (11) 500 555-0177,26/06/2019 00:00,20/07/2024
15650,208,Ronnie Li,1981-02-03,S,M,20000,1,Manual,0,0,"1010, avenue de l´ Union Centrale",,1 (11) 500 555-0123,16/06/2019 00:00,16/06/2024
15670,183,Sergio Sánchez,1989-08-03,M,M,20000,0,Manual,0,1,"22, rue de l'Espace De Schengen",,1 (11) 500 555-0116,19/06/2019 00:00,19/06/2024
15672,160,Kelvin Nara,1989-01-19,S,M,20000,0,Manual,1,1,Pappelallee 667,,1 (11) 500 555-0173,26/06/2019 00:00,26/06/2024
15738,374,Abigail Miller,1961-07-23,M,F,120000,4,Management,1,3,5919 Zartop Street,,698-555-0175,18/06/2019 00:00,18/06/2024
15746,626,Emily Walker,1963-12-02,M,F,120000,4,Management,1,3,1604 Crown Court,,460-555-0156,05/06/2019 00:00,05/06/2024
15782,648,Katelyn Collins,1977-11-23,M,F,90000,0,Professional,1,1,3727 Winter Lane,,485-555-0120,17/06/2019 00:00,17/06/2024
15796,39,Edward Hayes,1985-05-11,M,M,80000,5,Professional,1,4,9155 Wee Donegal,,1 (11) 500 555-0119,26/06/2019 00:00,06/07/2024
15804,10,Brittney Liu,1982-08-20,M,F,70000,4,Professional,1,2,2520 Almond Street,,1 (11) 500 555-0162,14/06/2019 00:00,16/06/2024
15805,16,Dawn Lin,1982-03-02,M,F,70000,4,Skilled Manual,1,2,1699 Meadowbrook Court,,1 (11) 500 555-0112,11/06/2019 00:00,19/06/2024
15818,609,Stanley Perez,1996-07-19,M,M,40000,0,Skilled Manual,1,2,2279 Pineview Lane,,737-555-0171,17/06/2019 00:00,17/06/2024
15835,315,Marcus Smith,1996-04-27,S,M,40000,0,Skilled Manual,0,1,350 Pastel Drive,,632-555-0199,08/06/2019 00:00,08/06/2024
15848,547,Gabrielle Hernandez,1988-08-27,M,F,90000,4,Management,1,1,3340 Clifford Court,,536-555-0121,29/06/2019 00:00,29/06/2024
15867,633,Victoria White,1991-02-08,S,F,60000,0,Skilled Manual,1,0,8311 Foxhill Dr.,,530-555-0117,15/06/2019 00:00,15/06/2024
15877,299,Jordan Perez,1965-10-11,M,M,70000,0,Management,1,2,2804 Alderwood Lane,,138-555-0152,28/06/2019 00:00,28/06/2024
15887,611,Deanna Vazquez,1966-08-12,M,F,60000,0,Management,1,3,1229 Harness Circle,,117-555-0116,27/06/2019 00:00,27/06/2024
15891,331,Jordan Lopez,1967-06-11,M,M,70000,1,Management,0,1,626 Bentley Street,,463-555-0181,28/06/2019 00:00,28/06/2024
15960,314,Brianna Bryant,1982-10-08,M,F,120000,3,Professional,0,4,8277 Pinole Valley Rd.,,714-555-0193,27/06/2019 00:00,27/06/2024
15973,638,Christopher Garcia,1956-11-23,M,M,60000,0,Management,1,2,8714 Minert Rd,,171-555-0119,05/06/2019 00:00,05/06/2024
16062,642,Katherine Johnson,1990-06-09,M,F,50000,1,Skilled Manual,1,1,9430 La Vista Avenue,,445-555-0150,19/06/2019 00:00,19/06/2024
16073,623,Miranda Bryant,1991-12-12,S,F,60000,0,Professional,1,0,790 South St,,486-555-0195,14/06/2019 00:00,14/06/2024
16084,542,Allison Wright,1987-11-17,S,F,40000,0,Professional,0,1,4463 Temple Court,,567-555-0119,17/06/2019 00:00,17/06/2024
16099,637,Julian Jenkins,1989-08-09,M,M,70000,5,Professional,1,2,3513 Dorset Way,,444-555-0124,01/06/2019 00:00,01/06/2024
16125,60,Victoria Watson,1981-03-06,M,F,60000,0,Skilled Manual,1,1,6780 Ware Ct.,,796-555-0146,05/06/2019 00:00,05/06/2024
16128,51,Destiny Ward,1981-06-24,M,F,60000,0,Skilled Manual,1,1,3935 Hawkins Street,,141-555-0193,15/06/2019 00:00,15/06/2024
16210,302,Olivia Cooper,1994-03-12,S,F,40000,3,Clerical,1,1,8531 Bayter Court,,315-555-0113,18/06/2019 00:00,18/06/2024
16211,611,Jesse Roberts,1994-11-23,S,M,40000,3,Clerical,1,1,6780 Bonari Court,,338-555-0115,04/06/2019 00:00,04/06/2024
16212,307,Jacqueline Rivera,1950-01-03,M,F,50000,0,Skilled Manual,1,0,2317 Woodruff Lane,,264-555-0125,18/06/2019 00:00,18/06/2024
16215,626,Thomas Turner,1986-05-12,M,M,60000,0,Skilled Manual,1,0,8143 Creekridge Lane,,972-555-0110,24/06/2019 00:00,24/06/2024
16216,632,Charles Mitchell,1986-09-27,S,M,60000,0,Skilled Manual,1,0,3099 Corte Segundo,,217-555-0178,07/06/2019 00:00,07/06/2024
16228,302,Rafael Zhu,1975-12-27,M,M,40000,0,Clerical,1,1,6393 Tuolumne Way,,949-555-0122,13/06/2019 00:00,13/06/2024
16229,607,Wayne Chande,1975-05-20,M,M,40000,0,Clerical,1,1,630 Plymouth Drive,,116-555-0178,09/06/2019 00:00,09/06/2024
16230,298,Craig Blanco,1975-05-04,M,M,40000,0,Clerical,1,1,6180 Ryan Court,,460-555-0177,20/06/2019 00:00,20/06/2024
16258,183,Deanna Malhotra,1987-11-03,S,F,30000,1,Clerical,0,0,"9967, rue Marbeuf",,1 (11) 500 555-0142,21/06/2019 00:00,21/06/2024
16276,154,Brandi Carlson,1984-03-05,S,F,20000,3,Manual,1,0,Buergermeister-ulrich-str 5,,1 (11) 500 555-0120,14/06/2019 00:00,14/06/2024
16296,190,Sydney White,1983-12-21,M,F,30000,3,Clerical,0,0,"57, rue Montcalm",,1 (11) 500 555-0159,04/06/2019 00:00,04/06/2024
16370,49,Molly Gonzalez,1976-01-26,M,F,40000,0,Clerical,1,1,9297 Mauna Kea Court,,158-555-0153,11/06/2019 00:00,30/07/2024
16374,553,Edward Phillips,1977-12-15,M,M,40000,0,Clerical,1,1,8501 Boatwright Ln.,,624-555-0184,22/06/2019 00:00,22/06/2024
16378,553,Hailey Baker,1978-03-18,S,F,80000,0,Skilled Manual,0,0,2359 Virgil St.,,285-555-0164,16/06/2019 00:00,16/06/2024
16379,310,Marc Jimenez,1978-09-25,M,M,80000,0,Skilled Manual,0,0,7370 Rolling Green Circle,,729-555-0114,05/06/2019 00:00,05/06/2024
16402,262,Alexander Martin,1987-10-03,S,M,30000,1,Clerical,0,1,469 Robinson St.,,1 (11) 500 555-0169,08/06/2019 00:00,31/07/2024
16403,217,Byron Suarez,1986-10-19,M,M,20000,1,Manual,1,1,"255, avenue Foch",,1 (11) 500 555-0168,12/06/2019 00:00,12/06/2024
16435,261,Steven Cooper,1984-07-09,M,M,40000,0,Skilled Manual,1,0,7349 Macalven Dr.,,1 (11) 500 555-0187,19/06/2019 00:00,19/06/2024
16471,207,Vanessa Hayes,1933-08-17,M,F,10000,0,Manual,0,2,"84, avenue des Ternes",,1 (11) 500 555-0118,05/06/2019 00:00,05/06/2024
16499,626,Danielle Kelly,1995-10-17,S,F,30000,0,Skilled Manual,1,2,3840 Gold Crest Ct,,808-555-0114,25/06/2019 00:00,25/06/2024
16505,322,Erin Gray,1994-08-07,S,F,30000,0,Skilled Manual,1,2,8801 Lee Lane,,131-555-0192,13/06/2019 00:00,13/06/2024
16648,325,Rachel Coleman,1962-06-26,M,F,130000,3,Management,1,4,5293 Juliet Court,,696-555-0172,12/06/2019 00:00,12/06/2024
16671,552,Megan Wood,1994-08-25,S,F,60000,0,Professional,1,2,1962 Cunha Ct.,,130-555-0121,15/06/2019 00:00,15/06/2024
16725,618,Jacob Williams,2000-06-21,M,M,30000,0,Skilled Manual,1,2,7640 First Ave.,,370-555-0144,11/06/2019 00:00,11/06/2024
16726,316,Miguel Wood,1999-05-26,M,M,30000,0,Skilled Manual,1,2,9666 Pinehurst Court,,391-555-0141,28/06/2019 00:00,28/06/2024
16730,26,Mariah Long,1957-10-01,M,F,30000,0,Clerical,0,2,5543 Royal Arch Court,,1 (11) 500 555-0181,04/06/2019 00:00,24/07/2024
